Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
HRTC - 6709,Ordinary 3+2 Non AC Seater,19:30,01:45,06h 15m,INR 310,35 Seats available,"3.9
20",https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
HRTC - 6639,Himsuta AC Seater Volvo/Scania 2+2,20:45,03:30,06h 45m,INR 588,29 Seats available,"3.5
137",https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,05:45,09h 25m,585,9 Seats available,"4.8
345",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10,06:30,09h 20m,621,17 Seats available,"4.8
287",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,05:30,09h 45m,657,8 Seats available,"4.8
255",https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/kangra-to-delhi,Kangra to Delhi
HRTC - 763,Ordinary 3+2 Non AC Seater,19:40,05:00,09h 20m,INR 463,37 Seats available,"4.5
10",https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,20:00,04:30,08h 30m,INR 912,8 Seats available,"4.5
27",https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
HRTC - 651,Ordinary 3+2 Non AC Seater,20:14,04:30,08h 16m,INR 463,33 Seats available,4.3,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
HRTC - 750,A/C Executive (2+3),20:30,06:00,09h 30m,INR 600,2 Seats available,"3.4
18",https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,07:10,10h 55m,INR 575,28 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,06:40,10h 05m,INR 1078,16 Seats available,"4.1
45",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
